Accuracy,History,Modelo,Precision,Recall,Vecinos
0.7362637362637363,<keras.src.callbacks.History object at 0x0000022D14019A90>,<keras.src.engine.sequential.Sequential object at 0x0000022D13F61810>,0.7188755020080321,0.7617021276595745,11
